date,product_id,sales_quantity
2022-10-15,4,74
2022-04-30,5,65
2022-10-29,9,85
2022-06-14,6,40
2022-07-01,7,37
2022-08-11,7,67
2022-11-07,4,31
2022-01-07,4,91
2022-11-26,4,81
2022-09-20,5,87
2022-06-10,5,77
2022-05-31,8,47
2022-03-26,9,27
2022-05-27,2,51
2022-04-22,7,20
2022-02-05,1,13
2022-10-12,1,63
2022-07-07,4,44
2022-03-23,10,24
2022-01-02,7,3
2022-10-30,2,10
2022-07-16,2,65
2022-01-11,1,49
2022-08-22,10,58
2022-07-14,2,77
2022-04-29,7,78
2022-01-20,9,97
2022-09-18,6,2
2022-10-20,10,66
2022-09-13,2,31
2022-08-10,10,68
2022-08-14,10,98
2022-02-22,9,83
2022-12-21,7,37
2022-12-08,1,73
2022-12-30,9,24
2022-10-07,2,77
2022-03-22,4,44
2022-07-21,9,94
2022-06-07,4,83
2022-04-30,3,41
2022-02-28,1,74
2022-08-03,7,51
2022-05-08,6,42
2022-08-12,10,78
2022-07-28,4,40
2022-04-25,6,48
2022-07-28,6,84
2022-01-14,4,4
2022-01-09,6,60
2022-02-09,10,39
2022-08-25,8,5
2022-10-08,3,96
2022-12-25,4,6
2022-07-20,10,14
2022-09-03,1,70
2022-10-05,4,78
2022-08-23,10,12
2022-01-04,10,62
2022-06-03,9,27
2022-01-29,8,54
2022-04-19,4,90
2022-04-08,7,12
2022-08-03,10,8
2022-10-20,3,74
2022-03-16,9,16
2022-11-22,10,52
2022-05-26,4,26
2022-05-08,2,8
2022-12-07,10,45
2022-02-11,5,93
2022-12-22,2,84
2022-02-10,10,81
2022-02-03,6,19
2022-01-17,10,17
2022-06-14,1,65
2022-06-02,6,29
2022-03-17,4,14
2022-03-28,3,17
2022-04-27,2,13
2022-12-28,7,93
2022-12-08,9,98
2022-01-27,3,91
2022-11-09,6,63
2022-10-14,9,33
2022-05-14,2,29
2022-08-07,7,37
2022-06-17,5,83
2022-04-08,5,46
2022-09-25,7,24
2022-08-25,9,14
2022-11-05,4,5
2022-06-22,9,53
2022-07-09,10,88
2022-05-02,9,98
2022-02-15,4,95
2022-03-05,3,30
2022-05-10,2,60
2022-11-06,9,73
2022-12-29,2,91
2022-07-12,6,28
2022-11-03,5,26
2022-06-30,5,18
2022-10-19,4,36
2022-10-09,6,8
2022-01-29,5,18
2022-05-29,4,84
2022-09-24,9,58
2022-10-23,6,32
2022-01-11,10,93
2022-06-13,10,49
2022-04-23,10,48
2022-07-06,3,82
2022-10-22,10,71
2022-08-20,6,65
2022-08-15,1,92
2022-11-06,5,33
2022-04-08,10,50
2022-02-24,6,4
2022-04-21,8,84
2022-06-01,9,36
2022-09-03,3,95
2022-03-10,2,28
2022-11-08,4,3
2022-10-16,8,6
2022-09-07,8,45
2022-02-05,3,23
2022-08-27,4,7
2022-05-28,3,61
2022-08-15,10,100
2022-09-01,2,65
2022-12-03,4,6
2022-12-31,6,24
2022-07-20,5,37
2022-06-03,3,45
2022-03-14,2,51
2022-07-20,9,100
2022-10-23,1,88
2022-01-17,9,45
2022-05-09,1,63
2022-08-05,7,29
2022-03-02,6,96
2022-04-14,7,25
2022-02-11,3,10
2022-01-25,3,35
2022-02-08,1,55
2022-10-18,4,25
2022-05-11,2,91
2022-08-17,10,45
2022-04-18,8,96
2022-06-21,3,12
2022-04-12,7,4
2022-12-20,7,90
2022-01-12,9,67
2022-10-02,6,17
2022-04-11,1,73
2022-02-13,8,93
2022-11-01,1,65
2022-01-17,3,82
2022-11-26,5,53
2022-02-26,8,84
2022-11-07,9,57
2022-10-30,7,98
2022-01-12,9,28
2022-11-14,3,99
2022-03-21,5,16
2022-08-04,10,21
2022-12-05,8,77
2022-09-21,1,99
2022-05-29,8,42
2022-03-22,7,54
2022-08-03,1,32
2022-07-17,10,38
2022-07-19,10,70
2022-01-25,6,38
2022-03-30,1,54
2022-09-25,2,60
2022-05-23,5,77
2022-02-28,2,77
2022-12-31,10,47
2022-01-26,1,12
2022-02-16,6,53
2022-10-15,8,33
2022-09-23,8,28
2022-01-16,8,3
2022-07-18,6,82
2022-10-09,3,26
2022-03-27,1,54
2022-09-07,2,40
2022-09-27,5,66
2022-12-01,10,68
2022-04-27,5,92
2022-01-07,10,92
2022-05-17,1,89
2022-06-25,1,90
2022-11-24,9,47
2022-11-11,2,2
2022-08-03,7,42
2022-03-23,10,34
2022-08-11,4,94
2022-04-13,7,21
2022-09-30,8,44
2022-01-14,5,87
2022-06-08,1,97
2022-06-01,4,2
2022-04-18,10,91
2022-07-07,3,59
2022-10-28,10,86
2022-04-08,5,98
2022-05-11,10,16
2022-10-20,10,20
2022-06-20,6,26
2022-07-02,2,16
2022-12-30,7,70
2022-02-08,3,23
2022-01-15,1,42
2022-01-04,10,37
2022-12-15,3,72
2022-07-29,9,6
2022-06-10,10,37
2022-01-16,6,22
2022-04-18,6,6
2022-11-07,4,32
2022-08-15,8,17
2022-06-19,5,38
2022-02-03,7,17
2022-09-08,9,37
2022-09-04,5,23
2022-09-26,5,49
2022-05-21,4,61
2022-10-01,6,49
2022-04-06,2,61
2022-08-15,3,77
2022-02-08,1,32
2022-10-29,2,86
2022-01-29,2,63
2022-11-14,8,7
2022-09-02,8,22
2022-08-24,2,85
2022-07-04,6,6
2022-09-29,5,61
2022-08-24,3,14
2022-08-27,5,16
2022-09-23,5,3
2022-12-25,5,9
2022-12-06,3,47
2022-03-06,3,85
2022-06-26,4,94
2022-01-03,7,94
2022-05-22,2,42
2022-06-07,10,42
2022-11-20,4,96
2022-05-26,4,23
2022-10-20,1,3
2022-06-02,10,1
2022-07-12,8,67
2022-03-14,1,71
2022-11-01,8,3
2022-12-10,7,100
2022-05-20,9,49
2022-07-06,8,67
2022-10-20,5,55
2022-03-02,8,4
2022-07-17,10,31
2022-10-22,3,66
2022-11-15,10,78
2022-10-29,7,64
2022-12-10,4,31
2022-01-11,5,63
2022-03-03,9,66
2022-11-29,7,31
2022-08-14,4,47
2022-06-02,6,22
2022-07-18,10,74
2022-02-21,7,94
2022-09-17,10,97
2022-02-28,9,83
2022-03-13,4,46
2022-05-28,10,89
2022-12-15,3,58
2022-03-04,8,61
2022-11-06,1,46
2022-08-31,9,1
2022-11-26,1,96
2022-04-17,2,25
2022-08-14,8,61
2022-11-09,9,81
2022-08-06,7,14
2022-08-29,3,45
2022-09-16,7,77
2022-09-19,6,39
2022-01-05,2,66
2022-09-18,3,32
2022-02-23,10,96
2022-02-16,10,58
2022-08-03,5,56
2022-06-26,10,6
2022-01-09,4,89
2022-04-09,2,67
2022-01-20,4,82
2022-08-29,8,50
2022-03-02,5,38
2022-06-27,5,3
2022-12-04,10,5
2022-03-03,3,24
2022-05-25,8,54
2022-08-04,6,34
2022-01-03,2,39
2022-06-09,2,88
2022-08-15,9,100
2022-09-26,7,92
2022-04-30,10,48
2022-03-30,9,49
2022-11-25,6,34
2022-03-09,5,80
2022-12-23,1,100
2022-04-08,6,7
2022-09-24,6,18
2022-04-15,3,70
2022-11-19,3,92
2022-05-03,3,34
2022-01-29,3,51
2022-05-17,7,93
2022-07-14,10,68
2022-08-14,2,14
2022-11-28,10,69
2022-06-19,10,89
2022-01-09,2,8
2022-02-09,3,15
2022-01-25,10,83
2022-09-18,7,59
2022-08-14,3,11
2022-05-04,7,20
2022-02-07,9,55
2022-11-24,10,36
2022-09-08,4,82
2022-06-25,7,14
2022-03-31,9,58
2022-02-06,8,38
2022-11-12,8,89
2022-06-25,9,80
2022-10-11,5,82
2022-03-22,5,1
2022-04-24,3,65
2022-02-09,5,1
2022-10-28,8,85
2022-08-12,5,60
2022-11-14,4,25
2022-12-15,8,91
2022-04-25,7,10
2022-07-05,6,50
2022-11-19,5,12
2022-02-25,5,92
2022-02-09,10,32
2022-12-20,2,33
2022-02-09,4,72
2022-12-13,8,26
2022-08-25,8,42
2022-10-16,1,50
2022-09-19,2,61
2022-08-04,5,41
2022-05-27,9,57
2022-12-02,10,2
2022-06-17,7,99
2022-04-02,10,98
2022-12-19,5,70
2022-02-28,1,31
2022-02-28,6,23
2022-10-31,8,76
2022-06-18,7,54
2022-09-26,2,28
2022-12-29,5,79
2022-02-14,4,19
2022-12-11,9,76
2022-06-30,10,48
2022-06-19,1,2
2022-12-22,6,11
2022-07-10,3,44
2022-06-04,9,59
2022-07-07,5,59
2022-01-07,6,38
2022-05-13,9,25
2022-08-23,9,21
2022-02-14,8,42
2022-11-10,9,36
2022-09-06,4,9
2022-01-31,6,12
2022-01-23,5,10
2022-06-09,5,59
2022-12-29,4,5
2022-06-07,2,33
2022-02-08,6,69
2022-03-23,9,80
2022-12-22,1,63
2022-09-15,7,29
2022-07-25,6,18
2022-03-18,3,93
2022-01-12,1,6
2022-10-22,4,53
2022-08-12,9,82
2022-01-13,2,32
2022-02-15,3,42
2022-06-04,2,47
2022-04-23,2,31
2022-08-21,10,62
2022-01-17,8,56
2022-12-26,3,11
2022-08-11,7,26
2022-12-20,8,92
2022-07-07,3,27
2022-12-10,2,83
2022-12-31,8,57
2022-06-12,3,27
2022-11-22,7,59
2022-03-15,1,62
2022-08-21,6,20
2022-08-12,9,3
2022-11-15,3,16
2022-03-01,7,44
2022-12-01,6,93
2022-08-10,8,79
2022-02-06,3,30
2022-10-05,3,40
2022-07-15,4,65
2022-12-18,3,29
2022-08-30,9,30
2022-11-20,4,32
2022-08-07,6,10
2022-07-11,8,91
2022-01-17,8,51
2022-01-12,5,8
2022-07-12,5,51
2022-01-22,6,36
2022-04-30,10,55
2022-07-29,7,35
2022-11-02,10,36
2022-09-27,7,56
2022-07-11,4,36
2022-06-24,6,89
2022-10-12,7,84
2022-07-23,5,61
2022-06-13,5,62
2022-09-08,2,81
2022-08-15,7,87
2022-01-07,6,25
2022-01-29,1,64
2022-02-02,4,60
2022-05-14,3,57
2022-03-20,3,95
2022-02-27,7,70
2022-01-26,10,99
2022-08-14,4,52
2022-10-12,8,56
2022-01-04,9,63
2022-04-09,3,68
2022-02-08,5,20
2022-09-28,4,54
2022-10-12,10,1
2022-06-06,6,90
2022-03-16,10,98
2022-10-15,4,10
2022-05-10,8,23
2022-06-24,3,51
2022-03-25,5,24
2022-01-22,1,13
2022-01-27,6,29
2022-07-14,5,58
2022-12-03,8,91
2022-08-24,9,95
2022-04-02,8,43
2022-01-21,8,10
2022-10-30,3,31
2022-12-23,4,74
2022-03-25,4,88
2022-09-19,5,97
2022-05-27,9,14
2022-09-14,9,99
2022-02-27,10,34
2022-01-15,1,17
2022-06-11,8,21
2022-06-12,1,96
2022-11-16,2,67
2022-10-08,7,58
2022-10-07,8,79
2022-01-12,1,8
2022-10-01,3,96
2022-09-28,7,38
2022-07-27,9,26
2022-01-27,8,64
2022-03-13,8,30
2022-03-01,9,9
2022-05-25,10,32
2022-04-03,3,11
2022-11-05,8,86
2022-01-08,1,34
2022-03-20,8,18
2022-01-27,7,19
2022-06-23,8,54
2022-02-19,1,82
2022-07-18,6,37
2022-12-15,7,82
2022-06-30,5,12
2022-01-24,5,4
2022-11-12,7,43
2022-02-15,3,27
2022-01-15,6,51
2022-06-02,7,5
2022-08-10,1,6
2022-07-25,2,77
2022-09-30,4,87
2022-08-24,8,56
2022-12-06,10,89
2022-08-16,6,68
2022-01-09,1,96
2022-06-15,10,44
2022-11-15,5,15
2022-08-02,7,90
2022-04-27,6,42
2022-12-10,9,11
2022-03-13,8,73
2022-03-05,4,11
2022-07-24,5,66
2022-07-28,7,27
2022-03-13,8,58
2022-10-04,5,90
2022-10-01,9,72
2022-11-16,10,21
2022-12-04,4,21
2022-04-05,4,72
2022-06-15,8,1
2022-02-01,1,58
2022-01-11,8,13
2022-10-28,5,73
2022-08-05,1,92
2022-10-16,4,6
2022-04-12,2,87
2022-09-24,4,100
2022-08-02,8,58
2022-06-28,5,17
2022-03-29,1,73
2022-02-10,7,12
2022-03-17,1,86
2022-02-15,9,52
2022-06-09,3,76
2022-03-21,3,70
2022-11-06,6,73
2022-03-27,10,52
2022-04-02,6,37
2022-05-28,6,3
2022-06-10,1,98
2022-07-21,5,8
2022-08-30,6,10
2022-12-19,8,47
2022-01-02,1,41
2022-08-13,5,64
2022-10-16,3,42
2022-08-21,2,43
2022-03-18,8,9
2022-04-26,7,14
2022-06-03,10,91
2022-04-13,7,96
2022-07-13,5,4
2022-06-15,9,2
2022-12-25,5,97
2022-03-31,2,85
2022-06-23,3,1
2022-05-02,4,75
2022-05-23,5,65
2022-04-16,3,46
2022-11-01,7,59
2022-12-26,5,75
2022-11-13,5,7
2022-05-03,6,66
2022-01-09,7,15
2022-09-19,10,72
2022-03-14,10,47
2022-12-25,8,90
2022-08-11,9,40
2022-02-10,4,42
2022-07-23,5,51
2022-09-21,5,35
2022-11-24,8,41
2022-06-27,9,85
2022-12-14,7,57
2022-11-14,5,38
2022-03-25,3,72
2022-11-14,1,96
2022-04-21,9,8
2022-09-08,5,74
2022-01-07,9,63
2022-03-25,10,87
2022-07-27,4,4
2022-11-10,5,48
2022-01-22,4,52
2022-01-03,2,38
2022-05-07,1,94
2022-10-24,8,87
2022-07-07,4,5
2022-12-28,5,85
2022-01-14,6,70
2022-01-12,8,81
2022-03-28,8,89
2022-01-12,7,24
2022-01-25,4,86
2022-10-28,6,77
2022-08-31,4,17
2022-05-02,7,78
2022-05-27,1,98
2022-02-24,5,90
2022-08-26,10,83
2022-12-22,10,26
2022-06-22,4,3
2022-08-09,7,2
2022-04-29,9,92
2022-11-05,5,2
2022-07-02,4,22
2022-10-15,9,71
2022-11-03,5,4
2022-10-27,9,38
2022-03-23,8,84
2022-07-30,4,70
2022-05-30,7,73
2022-02-06,5,52
2022-12-18,10,31
2022-11-08,4,26
2022-12-27,5,36
2022-02-28,5,26
2022-05-11,9,28
2022-07-21,9,5
2022-08-31,6,74
2022-02-04,4,18
2022-04-03,2,15
2022-07-26,3,57
2022-12-19,2,97
2022-11-28,5,5
2022-11-01,6,37
2022-12-16,5,86
2022-08-01,2,86
2022-06-08,5,22
2022-01-24,9,52
2022-10-20,4,15
2022-01-04,10,17
2022-08-08,2,51
2022-12-30,3,45
2022-01-20,3,63
2022-06-01,9,28
2022-02-19,4,59
2022-06-26,1,86
2022-04-06,1,21
2022-04-15,7,42
2022-09-07,7,81
2022-04-27,2,69
2022-12-20,9,82
2022-08-16,9,17
2022-03-07,5,68
2022-12-01,3,7
2022-09-19,3,89
2022-10-22,3,40
2022-08-31,6,40
2022-07-05,4,43
2022-09-03,8,73
2022-05-05,5,83
2022-09-25,1,51
2022-05-11,9,73
2022-08-25,1,23
2022-01-18,6,95
2022-02-09,1,32
2022-01-21,3,31
2022-08-13,10,17
2022-12-21,5,58
2022-10-09,10,86
2022-01-08,7,35
2022-04-10,10,30
2022-08-28,8,64
2022-03-28,9,53
2022-10-25,6,51
2022-01-14,9,37
2022-11-30,8,90
2022-01-02,9,6
2022-10-20,10,34
2022-11-21,4,56
2022-02-10,9,96
2022-11-14,7,25
2022-11-12,5,13
2022-04-21,5,63
2022-01-14,1,66
2022-08-19,2,5
2022-03-25,10,75
2022-05-10,3,11
2022-08-19,8,88
2022-11-22,6,78
2022-05-25,10,94
2022-12-11,5,44
2022-01-28,1,99
2022-03-07,9,85
2022-06-12,3,69
2022-08-17,3,2
2022-09-18,2,40
2022-06-13,4,37
2022-10-28,2,49
2022-10-30,9,98
2022-10-14,10,75
2022-01-10,7,36
2022-07-14,8,75
2022-04-28,3,73
2022-09-27,6,70
2022-03-21,10,34
2022-04-03,6,58
2022-09-23,1,37
2022-11-28,6,96
2022-12-16,3,60
2022-12-27,3,12
2022-09-14,3,32
2022-05-13,10,81
2022-10-03,10,4
2022-09-21,8,33
2022-06-20,5,43
2022-01-01,4,9
2022-11-09,9,98
2022-03-05,9,51
2022-10-11,1,94
2022-05-01,2,20
2022-04-17,8,39
2022-06-24,5,23
2022-07-23,7,41
2022-06-14,1,44
2022-11-01,10,35
2022-04-30,5,23
2022-02-13,3,58
2022-11-08,10,48
2022-06-05,2,87
2022-07-26,2,58
2022-04-18,9,57
2022-09-08,4,87
2022-11-30,4,39
2022-05-10,7,28
2022-10-20,10,64
2022-01-20,10,62
2022-10-09,2,83
2022-10-12,3,62
2022-01-01,3,94
2022-04-29,6,85
2022-02-04,3,88
2022-07-17,5,85
2022-09-02,4,26
2022-02-28,3,51
2022-11-21,8,50
2022-06-10,10,36
2022-06-28,3,26
2022-07-25,6,33
2022-01-12,7,100
2022-10-03,7,68
2022-06-30,2,73
2022-08-30,3,8
2022-08-04,10,66
2022-09-08,10,93
2022-10-26,4,23
2022-05-06,7,70
2022-08-05,2,55
2022-11-02,3,43
2022-10-12,7,100
2022-07-04,7,21
2022-02-08,10,22
2022-08-11,3,9
2022-07-03,1,34
2022-06-27,3,59
2022-10-21,5,26
2022-12-06,7,1
2022-05-31,4,100
2022-05-06,1,5
2022-10-28,6,41
2022-11-04,2,63
2022-12-02,3,22
2022-08-22,4,68
2022-01-08,6,48
2022-12-07,6,66
2022-05-09,7,16
2022-09-21,5,80
2022-06-06,7,53
2022-12-18,2,86
2022-12-24,1,65
2022-01-05,10,79
2022-03-27,8,64
2022-06-24,1,88
2022-10-17,2,68
2022-07-12,10,63
2022-11-07,6,62
2022-04-29,1,82
2022-08-06,10,81
2022-04-24,3,71
2022-05-25,7,45
2022-01-26,8,52
2022-05-16,4,74
2022-10-30,3,65
2022-08-20,1,2
2022-03-17,9,49
2022-11-24,10,22
2022-12-11,6,96
2022-10-29,6,29
2022-10-16,9,35
2022-01-01,1,81
2022-05-27,6,76
2022-10-14,5,24
2022-05-22,6,94
2022-02-22,8,30
2022-10-31,5,84
2022-03-10,2,42
2022-12-27,2,71
2022-03-31,10,50
2022-08-08,5,71
2022-07-11,3,60
2022-03-04,10,30
2022-03-14,3,12
2022-06-10,8,49
2022-06-18,7,95
2022-03-30,1,82
2022-06-25,5,46
2022-09-26,9,43
2022-03-14,4,2
2022-09-02,1,97
2022-03-18,8,75
2022-06-08,5,98
2022-11-20,2,80
2022-04-08,1,54
2022-04-12,3,35
2022-05-12,9,52
2022-04-12,1,33
2022-01-19,4,85
2022-03-23,8,84
2022-10-06,8,72
2022-12-05,10,51
2022-12-31,8,26
2022-11-27,10,97
2022-05-09,8,62
2022-12-10,4,61
2022-11-06,8,26
2022-03-30,9,37
2022-08-01,7,30
2022-05-23,2,95
2022-03-06,9,97
2022-03-17,8,11
2022-07-18,5,53
2022-05-23,3,41
2022-11-12,7,5
2022-04-03,2,66
2022-11-01,3,13
2022-08-12,9,63
2022-10-18,4,82
2022-04-12,4,90
2022-09-24,3,25
2022-12-21,5,44
2022-04-20,3,14
2022-11-26,9,69
2022-09-22,3,59
2022-01-03,2,56
2022-03-26,5,52
2022-10-09,6,66
2022-11-24,1,68
2022-10-31,6,12
2022-04-27,10,75
2022-08-09,3,68
2022-06-03,4,43
2022-06-02,6,73
2022-01-12,8,74
2022-05-13,9,91
2022-10-31,6,6
2022-10-20,7,15
2022-10-27,5,42
2022-08-16,9,31
2022-09-28,4,86
2022-02-12,10,53
2022-12-09,6,6
2022-11-22,5,33
2022-10-29,1,29
2022-12-30,5,21
2022-01-21,5,54
2022-04-17,9,56
2022-12-02,1,94
2022-10-30,5,21
2022-04-27,7,100
2022-05-04,6,55
2022-10-08,6,58
2022-10-19,7,64
2022-07-22,6,86
2022-02-20,5,46
2022-09-28,10,84
2022-11-20,5,22
2022-10-04,9,60
2022-05-21,8,11
2022-10-02,10,47
2022-10-17,4,31
2022-11-30,4,77
2022-02-21,10,18
2022-01-27,5,22
2022-06-06,3,56
2022-08-27,8,17
2022-06-05,7,38
2022-10-18,5,25
2022-05-16,10,32
2022-05-24,3,15
2022-04-16,5,13
2022-06-07,3,58
2022-05-26,10,90
2022-01-02,5,50
2022-03-18,1,11
2022-05-12,6,13
2022-03-31,10,97
2022-12-11,4,50
2022-12-16,4,38
2022-09-20,8,1
2022-12-17,2,39
2022-04-18,4,27
2022-03-15,2,36
2022-02-08,1,32
2022-06-08,10,41
2022-03-12,3,15
2022-11-08,8,31
2022-08-29,6,6
2022-10-25,7,89
2022-02-05,2,52
2022-03-25,6,82
2022-09-20,8,22
2022-11-06,8,31
2022-06-21,4,100
2022-06-22,6,73
2022-12-28,5,46
2022-02-16,9,67
2022-05-21,8,97
2022-04-28,2,91
2022-10-04,7,43
2022-08-02,7,1
2022-08-08,1,44
2022-01-26,1,57
2022-01-09,4,9
2022-09-28,5,5
2022-01-10,4,79
2022-05-01,7,9
2022-05-05,3,45
2022-06-19,7,92
2022-03-13,8,77
2022-06-01,6,24
2022-07-27,6,74
2022-02-18,8,42
2022-06-03,8,22
2022-12-13,7,60
2022-10-20,6,86
2022-03-09,6,37
2022-02-19,10,39
2022-06-01,6,84
2022-01-19,8,74
2022-04-10,1,74
2022-03-01,5,90
2022-06-16,3,89
2022-07-21,8,53
2022-12-11,6,28
2022-05-26,2,77
2022-06-13,7,15
2022-08-30,7,60
2022-03-10,5,60
2022-06-24,8,6
2022-02-18,5,52
2022-04-18,1,12
2022-08-14,9,19
2022-06-10,4,96
2022-04-29,2,75
2022-05-29,4,97
2022-05-30,9,2
2022-10-20,2,55
2022-05-23,4,15
2022-06-09,2,64
2022-01-11,5,100
2022-05-18,3,69
2022-03-19,10,15
2022-03-18,2,43
2022-09-11,9,74
2022-09-15,5,17
2022-11-16,10,98
2022-10-18,5,24
2022-09-20,1,74
2022-03-26,6,30
2022-05-26,7,67
2022-11-19,1,51
2022-02-11,9,60
2022-05-05,8,3
2022-06-16,8,5
2022-08-29,7,28
2022-10-07,5,78
2022-07-07,3,11
2022-10-29,9,72
2022-01-19,7,72
2022-03-09,10,76
2022-08-06,10,15
2022-04-12,8,83
2022-02-11,6,48
2022-10-15,5,46
2022-06-16,8,28
2022-04-19,3,7
2022-02-05,7,71
2022-08-20,2,94
2022-08-17,3,82
2022-12-19,2,88
2022-06-13,5,6
2022-03-14,7,58
2022-05-16,10,68
2022-12-19,10,55
2022-03-11,1,67
2022-07-15,10,49
2022-09-26,9,51
2022-02-18,1,59
2022-11-12,1,6
2022-05-10,10,90
2022-01-05,8,51
2022-01-27,6,38
2022-06-09,6,11
2022-05-29,9,52
2022-09-21,4,93
2022-08-18,8,20
2022-07-19,4,10
2022-02-19,2,26
2022-03-08,8,48
2022-10-27,7,91
2022-02-27,4,14
2022-09-16,9,100
2022-12-08,9,59
2022-11-22,8,12
2022-05-10,1,23
2022-08-03,7,85
2022-06-21,5,72
2022-09-15,7,39
2022-04-12,9,9
2022-07-28,2,88
2022-10-18,4,95
2022-12-20,4,25
2022-10-13,2,17
2022-04-26,3,42
2022-09-21,8,29
2022-05-30,9,60
2022-10-27,6,67
2022-02-05,10,85
2022-11-29,2,57
2022-10-14,2,72
2022-10-30,7,14
2022-11-07,8,39
2022-07-27,8,16
2022-04-16,6,18
2022-06-07,10,95
2022-05-01,8,75
2022-02-24,1,20
2022-01-12,9,46
2022-05-25,1,45
2022-05-16,3,4
2022-01-03,9,84
2022-05-24,5,95
2022-01-30,9,20
2022-08-25,9,11
2022-10-06,6,65
2022-12-14,1,18
2022-04-25,10,39
2022-04-14,7,44
2022-04-28,6,97
2022-01-05,9,100
2022-12-26,7,18
2022-09-05,4,47
2022-12-30,7,31
2022-11-17,2,99
2022-05-01,6,39
2022-10-13,6,38
2022-05-29,2,79
2022-03-25,4,47
2022-08-19,8,70
2022-10-15,8,8
2022-06-10,8,86
2022-09-29,8,65
2022-02-07,1,13
2022-08-14,2,55
2022-05-22,4,88
2022-10-19,9,85
2022-05-31,3,43
2022-04-24,6,4
2022-08-25,7,71
2022-03-07,8,60
2022-12-27,7,12
2022-12-07,3,59
2022-09-15,6,77
2022-09-06,5,54
2022-11-27,10,44
2022-11-19,4,16
2022-06-29,1,6
2022-07-09,7,14
2022-06-03,8,58
2022-07-15,2,31
2022-11-07,7,100
2022-09-19,6,41
2022-05-23,5,35
2022-12-08,4,10
2022-11-12,2,81
2022-04-11,10,30
2022-09-01,6,44
2022-01-12,5,55
2022-08-27,2,71
2022-02-18,10,18
2022-02-11,7,83
2022-06-15,6,79
2022-03-23,9,86
2022-10-18,10,39
2022-06-07,5,42
2022-08-04,9,54
2022-06-07,9,30
2022-05-14,1,20
2022-03-08,5,96
2022-12-02,9,42
2022-01-07,7,89
2022-01-14,6,87
2022-03-14,6,5
2022-06-12,7,50
2022-03-07,1,41
2022-12-13,4,94
2022-05-10,1,39
2022-07-25,6,57
2022-10-03,4,91
2022-09-13,1,57
2022-09-23,9,37
2022-01-25,4,7
2022-10-08,6,5
2022-09-10,7,79
2022-11-06,8,51
2022-10-16,9,8
2022-06-13,9,56
2022-04-05,8,73
2022-09-27,10,11
2022-11-17,3,22
2022-04-20,2,98
2022-12-02,5,99
2022-11-06,1,77
2022-08-26,3,11
2022-01-25,1,60
2022-05-21,3,96
2022-04-27,4,15
2022-01-25,7,38
2022-03-20,5,1
2022-03-09,5,46
2022-06-22,1,88
2022-01-12,8,43
2022-10-15,4,22
2022-05-08,10,3
2022-04-06,5,14
2022-04-02,2,2
2022-05-21,1,61
2022-01-31,9,32
2022-11-30,2,38
2022-01-20,6,97
2022-05-26,1,46
2022-11-12,1,42
2022-06-09,9,6
2022-12-15,4,41
2022-02-12,9,25
2022-09-11,5,98
2022-05-10,7,11
2022-03-01,1,41
2022-05-31,6,71
2022-10-14,8,57
2022-01-05,1,46
2022-09-23,9,86
2022-12-11,3,48
2022-05-10,1,63
2022-09-24,1,39
2022-06-27,6,10
2022-09-10,6,85
2022-02-25,1,70
2022-03-24,3,65
2022-04-09,7,98
2022-05-29,10,59
2022-11-25,3,78
2022-06-05,3,36
2022-07-09,3,27
2022-09-20,7,73
2022-03-21,4,55
2022-09-09,4,70
2022-04-07,3,95
2022-09-17,10,81
2022-09-17,9,53
2022-04-13,2,60
2022-02-09,4,61
2022-09-30,8,36
2022-04-11,6,85
2022-12-25,7,27
2022-11-04,7,41
2022-08-09,2,28
2022-11-04,4,16
2022-05-04,10,35
2022-08-19,10,36
2022-06-27,6,56
2022-03-04,3,99
2022-04-26,9,19
2022-07-10,4,57
2022-03-03,10,85
2022-09-13,2,33
2022-01-07,6,23
2022-06-04,1,63
2022-04-02,6,70
2022-01-14,10,96
2022-08-17,1,22
2022-03-27,8,67
2022-05-13,5,99
2022-07-02,6,80
2022-03-03,2,59
2022-08-07,2,25
2022-09-03,9,17
2022-08-18,3,39
2022-03-20,6,77
2022-05-29,10,92
2022-05-18,5,75
2022-11-10,4,74
2022-03-06,10,39
2022-01-13,2,24
2022-08-01,8,38
2022-08-30,10,88
2022-08-01,7,97
2022-06-30,2,81
2022-12-04,6,57
2022-06-22,8,44
2022-06-09,7,36
2022-06-13,1,99
2022-07-07,5,70
2022-07-10,2,80
2022-11-04,6,45
2022-09-13,7,92
2022-07-02,7,96
2022-04-27,3,26
2022-10-09,7,11
2022-07-15,5,52
2022-02-03,8,25
2022-02-21,8,31
2022-04-22,7,85
2022-09-09,6,45
2022-03-23,2,67
2022-08-20,6,76
2022-08-15,9,40
2022-08-21,2,46
2022-08-09,1,54
2022-02-11,5,41
2022-01-21,6,89
2022-02-11,3,81
2022-04-23,8,38
2022-04-15,7,100
2022-07-11,2,36
2022-01-17,7,83
2022-04-30,1,44
2022-05-09,9,57
2022-05-10,7,66
2022-03-01,6,81
2022-02-17,2,30
2022-01-29,3,10
2022-04-07,1,99
2022-01-10,10,61
2022-08-30,5,63
2022-11-10,9,36
2022-08-20,6,54
2022-10-04,5,97
2022-10-11,3,65
2022-07-22,5,82
2022-09-04,8,4
2022-10-17,2,55
2022-09-21,5,54
2022-08-02,6,91
2022-07-19,10,89
2022-03-20,8,64
2022-12-09,8,92
2022-12-10,5,22
2022-06-22,9,25
2022-03-10,4,81
